 ,CASE NUMBER,DATE RECEIVED,ACCOUNT NAME,ACCOUNT DBA NAME,NAICS CODE,CASE STATUS,CLAIM AMOUNT,AMOUNT ASSESSED,PAYMENTS RECEIVED
,2019-0416,2019-08-28,BLUEBIRD CAFE                                               ,BLUEBIRD CAFE                                               ,,CLOSED,1512,168.77,168.77
,2019-0417,2019-08-28,CORREIA BROTHERS MOVING                                     ,CORREIA BROTHERS MOVING                                     ,,CLOSED,81,0,0
,2019-0418,2019-08-28,SEASIDE CASUAL FURNITURE                                    ,SEASIDE CASUAL FURNITURE                                    ,,CLOSED,712.5,0,0
,2019-0420,2019-08-28,711,711,,CLOSED,325.5,374.3,374.3
,2019-0437,2019-08-30,MESOLELLA & ASSOCIATES LLC                                  ,MESOLELLA & ASSOCIATES LLC                                  ,,CLOSED,85500,0,0
,2019-0439,2019-09-05,LAW OFFICE OF MARK P GAGLIARDI                              ,LAW OFFICE OF MARK P GAGLIARDI                              ,,CLOSED,7692.1,6900,6900
,2019-0440,2019-09-05,BERKELEY TOWING                                             ,BERKELEY TOWING                                             ,,CLOSED,3861.76,4205.89,4205.89
,2019-0446,2019-09-09,THE PLUMBER COMPANY                                         ,THE PLUMBER COMPANY                                         ,,CLOSED,920,1058,1196
,2019-0447,2019-09-09,ROUGH & READY                                               ,ROUGH & READY                                               ,,CLOSED,5440,4140,0
,2019-0448,2019-09-09,AMERICAN PARTNERS                                           ,AMERICAN PARTNERS                                           ,,CLOSED,4000,4600,4600
,2019-0449,2019-09-09,ENVIOUS SWIMMING                                            ,ENVIOUS SWIMMING                                            ,,CLOSED,906.42,1854.76,927.38
,2019-0450,2019-09-09,POLO CLEANERS                                               ,POLO CLEANERS                                               ,,CLOSED,886,0,0
,2019-0451,2019-09-09,A & B FAMILY APPLICANCE                                     ,A & B FAMILY APPLICANCE                                     ,,CLOSED,900,828,0
,2019-0452,2019-09-09,J E SHURDEN CONSTRUCTION LLC                                ,J E SHURDEN CONSTRUCTION LLC                                ,,CLOSED,1500,1725,1725
,2019-0453,2019-09-11,AMAZING INTIMATE ESSENTIALS                                 ,AMAZING INTIMATE ESSENTIALS                                 ,,CLOSED,366.73,0,0
,2019-0454,2019-09-11,GLOBAL SAT 3 SOUND                                          ,GLOBAL SAT 3 SOUND                                          ,,CLOSED,551,523.66,523.66
,2019-0455,2019-09-11,DMR FAMILY AND COSMETIC DENTISTRY                           ,DMR FAMILY AND COSMETIC DENTISTRY                           ,,CLOSED,1014.2,1683.83,1683.83
,2019-0456,2019-09-12,THE HARBOR GRILL                                            ,THE HARBOR GRILL                                            ,,CLOSED,944,1085.6,1085.6
,2019-0487,2019-09-13,TOURTELLOT & CO INC                                         ,TOURTELLOT & CO INC                                         ,,CLOSED,2003.68,0,0
,2019-0488,2019-09-13,NEWPORT CDJR LLC                                            ,NEWPORT CDJR LLC                                            ,,CLOSED,1320,0,0
,2019-0494,2019-09-16,NES SOLUTIONS OF RI                                         ,NES SOLUTIONS OF RI                                         ,,CLOSED,270.37,0,0
,2019-0499,2019-09-17,UTGR                                                        ,UTGR                                                        ,,CLOSED,8000,0,0
,2019-0500,2019-09-17,UTGR                                                        ,UTGR                                                        ,,CLOSED,8000,0,0
,2019-0514,2019-09-18,TRUTH VIP LOUNGE LLC                                        ,TRUTH VIP LOUNGE LLC                                        ,,CLOSED,41000,0,0
,2019-0515,2019-09-19,LITTLE CAESARS PIZZA                                        ,LITTLE CAESARS PIZZA                                        ,,CLOSED,403.1,0,0
,2019-0516,2019-09-19,ITALO LOZADA DMD DDS                                        ,ITALO LOZADA DMD DDS                                        ,,CLOSED,2080.5,2622,0
,2019-0517,2019-09-19,ITALO LOZADA DMD DDS                                        ,ITALO LOZADA DMD DDS                                        ,,CLOSED,3452.1,4399.09,0
,2019-0522,2019-09-24,COVENTRY MART                                               ,COVENTRY MART                                               ,,CLOSED,112.5,129.38,0
,2019-0716,2019-09-24,COVENTRYMART                                                ,COVENTRYMART                                                ,,CLOSED,112.5,4500,0
,2019-0569,2019-09-26,TOTAL TRANSPORTATION OF NEW ENGLAND                         ,TOTAL TRANSPORTATION OF NEW ENGLAND                         ,,OPEN,410,471.5,0
,2019-0567,2019-09-27,J. E. SHURDEN CONSTRUCTION LLC                              ,J. E. SHURDEN CONSTRUCTION LLC                              ,,CLOSED,1500,3450,1725
,2019-0587,2019-10-10,THE POWER OF JUICE                                          ,THE POWER OF JUICE                                          ,,CLOSED,2244.46,2295.8,2295.8
,2019-0706,2019-10-14,CITY OF PROVIDENCE                                          ,CITY OF PROVIDENCE                                          ,,CLOSED,4147.48,0,0
,2019-0611,2019-10-15,ALLISON REED GROUP INC                                      ,ALLISON REED GROUP INC                                      ,,CLOSED,952,0,0
,2019-0612,2019-10-16,CMRG/IHOP                                                   ,CMRG/IHOP                                                   ,,OPEN,961.54,0,0
,2019-0615,2019-10-17,BERKLEY TOWING                                              ,BERKLEY TOWING                                              ,,CLOSED,288,331.2,331.2
,2019-0619,2019-10-18,UTGR                                                        ,UTGR                                                        ,,CLOSED,1806.08,0,0
,2019-0647,2019-10-18,THE WHITE HORSE TAVERN                                      ,THE WHITE HORSE TAVERN                                      ,,CLOSED,4778.6,662.61,662.61
,2019-0645,2019-10-21,HAPPYNEST LLC                                               ,HAPPYNEST LLC                                               ,,CLOSED,37800,0,0
,2019-0646,2019-10-21,GLOBAL SATELLITE AND SOUND                                  ,GLOBAL SATELLITE AND SOUND                                  ,,CLOSED,1166.66,0,0
,2019-0649,2019-10-24,ROB LEVINE & ASSOCIATES                                     ,ROB LEVINE & ASSOCIATES                                     ,,CLOSED,384.26,0,0
,2019-0650,2019-10-24,WYNDHAM PROVIDENCE AIRPORT HOTEL                            ,WYNDHAM PROVIDENCE AIRPORT HOTEL                            ,,CLOSED,266.5,343.85,343.85
,2019-0655,2019-10-29,WATERLINE SYSTEMS                                           ,WATERLINE SYSTEMS                                           ,,CLOSED,858,0,0
,2019-0656,2019-10-30,SANTANDER BANK                                              ,SANTANDER BANK                                              ,,CLOSED,548.14,0,0
,2019-0657,2019-10-30,ASTURIAN GROUP INC                                          ,ASTURIAN GROUP INC                                          ,,CLOSED,10770,0,0
,2019-0659,2019-10-30,PORCAYO CONSTRUCTION                                        ,PORCAYO CONSTRUCTION                                        ,,CLOSED,1350,1552.5,1552.5
,2019-0688,2019-10-31,NETWORK MANAGEMENT                                          ,NETWORK MANAGEMENT                                          ,,CLOSED,12000,0,0
,2019-0689,2019-11-04,DANNY'S AUCTION                                             ,DANNY'S AUCTION                                             ,,CLOSED,10007,0,0
,2019-0690,2019-11-04,POSITIVE BEAUTY                                             ,POSITIVE BEAUTY                                             ,,CLOSED,2201.7,1702.95,1702.95
,2019-0694,2019-11-06,URI GRADUATE SCHOOL OF OCEANOGRAPHY                         ,URI GRADUATE SCHOOL OF OCEANOGRAPHY                         ,,CLOSED,33094.71,38990.42,38990.42
,2019-0698,2019-11-07,6/10 CONSTRUCTION JOINT VENTURES                            ,6/10 CONSTRUCTION JOINT VENTURES                            ,,CLOSED,295.6,0,0
,2019-0699,2019-11-07,6/10 CONSTRUCTION JOINT VENTURE                             ,6/10 CONSTRUCTION JOINT VENTURE                             ,,CLOSED,279.6,0,0
,2019-0700,2019-11-07,6/10 CONSTRUCTORS JOINT VENTURE                             ,6/10 CONSTRUCTORS JOINT VENTURE                             ,,CLOSED,838.8,0,0
,2019-0702,2019-11-12,EAST COMMERCE SOLUTIONS INC                                 ,EAST COMMERCE SOLUTIONS INC                                 ,,CLOSED,1500,0,0
,2019-0703,2019-11-12,RI BILLARDS BAR BISTRO                                      ,RI BILLARDS BAR BISTRO                                      ,,CLOSED,140,0,128.1
,2019-0705,2019-11-14,SCITUATE NURSERY FARM & GREENHOUSE LLC                      ,SCITUATE NURSERY FARM & GREENHOUSE LLC                      ,,CLOSED,8170,5590.33,5499.54
,2019-0711,2019-11-18,PRO PAVING COMPANY                                          ,PRO PAVING COMPANY                                          ,,CLOSED,8319.4,3417.73,3417.73
,2019-0715,2019-11-21,INTERNATIONAL EDUCATION PARTNERS LLC                        ,INTERNATIONAL EDUCATION PARTNERS LLC                        ,,CLOSED,4727.86,5436.59,0
,2019-0726,2019-11-25,UTGR INC                                                    ,UTGR INC                                                    ,,CLOSED,4992,0,0
,2019-0728,2019-11-25,UTGR                                                        ,UTGR                                                        ,,CLOSED,4287.2,0,0
,2019-0732,2019-11-25,UTGR                                                        ,UTGR                                                        ,,CLOSED,4132.8,0,0
,2019-0737,2019-11-25,UTGR                                                        ,UTGR                                                        ,,CLOSED,7081.2,0,0
,2019-0757,2019-11-27,ROBERTS PRE CUT VEG                                         ,ROBERTS PRE CUT VEG                                         ,,CLOSED,800,920,920
,2019-0758,2019-11-27,FIRST STUDENT INC                                           ,FIRST STUDENT INC                                           ,,CLOSED,1534,1987,1987
,2019-0759,2019-12-02,RIVERA SERVICES (LAHACINDA REST)                            ,RIVERA SERVICES (LAHACINDA REST)                            ,,CLOSED,13300,0,0
